id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,Batting_first,BF_Set,BF_wkts_fallen,BF_HScorer,BF_PlayerScored,BF_PlayerBallsfaced,BF_HWtaker,BF_HWballs,PDis_by_BF,RC_by_BF,Batting_second,BS_score,BS_wkts_fallen,BS_HScorer,BS_PlayerScored,BS_PlayerBallsfaced,BS_HWtaker,BS_HWballs,PDis_by_BS,RC_by_BS
401,2013,Bangalore,2013-04-16,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,tie,0,Royal Challengers Bangalore,0,0,V Kohli,M Chinnaswamy Stadium,M Erasmus,VA Kulkarni,Delhi Capitals,152,5,KM Jadhav,29,16,UT Yadav,24.0,3.0,22.0,Royal Challengers Bangalore,152.0,7.0,V Kohli,65.0,51.0,R Vinay Kumar,24,2,21
402,2013,Pune,2013-04-17,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,0,Sunrisers Hyderabad,11,0,A Mishra,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,Sunrisers Hyderabad,119,8,BB Samantray,37,37,A Mishra,24.0,4.0,19.0,Pune Warriors,108.0,10.0,RV Uthappa,22.0,14.0,B Kumar,26,3,18
403,2013,Jaipur,2013-04-17,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,87,0,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin,Rajasthan Royals,179,3,AM Rahane,68,57,STR Binny,18.0,3.0,14.0,Mumbai Indians,92.0,10.0,KD Karthik,30.0,34.0,KA Pollard,14,1,24
404,2013,Delhi,2013-04-18,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,86,0,MEK Hussey,Feroz Shah Kotla,M Erasmus,VA Kulkarni,Chennai Super Kings,169,4,MEK Hussey,65,53,MM Sharma,20.0,3.0,10.0,Delhi Capitals,83.0,10.0,KM Jadhav,31.0,28.0,UT Yadav,25,2,35
405,2013,Hyderabad,2013-04-19,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0,5,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,CK Nandan,Kings XI Punjab,123,9,AC Gilchrist,26,25,MS Gony,24.0,2.0,29.0,Sunrisers Hyderabad,127.0,5.0,GH Vihari,46.0,39.0,A Mishra,24,3,30
406,2013,Kolkata,2013-04-20,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,4,RA Jadeja,Eden Gardens,Asad Rauf,AK Chaudhary,Kolkata Knight Riders,119,9,G Gambhir,25,20,JH Kallis,24.0,2.0,34.0,Chennai Super Kings,124.0,6.0,MEK Hussey,40.0,52.0,RA Jadeja,24,3,21
407,2013,Bangalore,2013-04-20,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,R Vinay Kumar,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,Rajasthan Royals,117,10,R Dravid,35,31,SR Watson,12.0,2.0,11.0,Royal Challengers Bangalore,123.0,3.0,CH Gayle,49.0,49.0,RP Singh,24,3,13
408,2013,Delhi,2013-04-21,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Delhi Capitals,0,9,V Sehwag,Feroz Shah Kotla,HDPK Dharmasena,S Ravi,Mumbai Indians,161,4,RG Sharma,73,44,SL Malinga,24.0,1.0,26.0,Delhi Capitals,165.0,1.0,V Sehwag,95.0,57.0,UT Yadav,25,3,31
409,2013,Chandigarh,2013-04-21,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,DA Miller,"Punjab Cricket Association Stadium, Mohali",M Erasmus,K Srinath,Pune Warriors,185,4,AJ Finch,64,43,Yuvraj Singh,12.0,1.0,15.0,Kings XI Punjab,186.0,3.0,DA Miller,80.0,42.0,Azhar Mahmood,24,2,43
410,2013,Chennai,2013-04-22,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,5,MEK Hussey,"MA Chidambaram Stadium, Chepauk",S Asnani,AK Chaudhary,Rajasthan Royals,185,4,SR Watson,101,64,JP Faulkner,24.0,4.0,21.0,Chennai Super Kings,186.0,5.0,MEK Hussey,88.0,52.0,R Ashwin,24,2,21
411,2013,Bangalore,2013-04-23,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,130,0,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,Royal Challengers Bangalore,263,5,CH Gayle,175,69,CH Gayle,6.0,2.0,5.0,Pune Warriors,133.0,9.0,SPD Smith,41.0,32.0,AB Dinda,26,3,48
412,2013,Dharamsala,2013-05-16,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,7,0,DA Miller,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,S Ravi,Kings XI Punjab,171,4,SE Marsh,45,46,Sandeep Sharma,24.0,3.0,28.0,Delhi Capitals,164.0,7.0,BJ Rohrer,49.0,29.0,A Nehra,24,2,38
413,2013,Kolkata,2013-04-24,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,5,DR Smith,Eden Gardens,HDPK Dharmasena,S Ravi,Kolkata Knight Riders,159,6,JH Kallis,37,38,SP Narine,24.0,3.0,17.0,Mumbai Indians,162.0,5.0,DR Smith,62.0,45.0,PP Ojha,24,2,22
414,2013,Chennai,2013-04-25,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,5,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Aleem Dar,S Das,Sunrisers Hyderabad,159,6,S Dhawan,63,48,A Mishra,24.0,3.0,26.0,Chennai Super Kings,160.0,5.0,MS Dhoni,67.0,38.0,MM Sharma,24,2,33
415,2013,Kolkata,2013-04-26,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,6,JH Kallis,Eden Gardens,CK Nandan,S Ravi,Kings XI Punjab,149,6,M Vohra,31,21,Azhar Mahmood,24.0,3.0,35.0,Kolkata Knight Riders,150.0,4.0,MS Bisla,51.0,45.0,JH Kallis,24,2,16
416,2013,Jaipur,2013-04-27,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,8,JP Faulkner,Sawai Mansingh Stadium,VA Kulkarni,K Srinath,Sunrisers Hyderabad,144,9,DJG Sammy,60,44,DW Steyn,25.0,1.0,15.0,Rajasthan Royals,146.0,2.0,SR Watson,98.0,53.0,JP Faulkner,24,5,20
417,2013,Mumbai,2013-04-27,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,58,0,DR Smith,Wankhede Stadium,Asad Rauf,S Asnani,Mumbai Indians,194,7,DR Smith,50,37,DS Kulkarni,27.0,3.0,19.0,Royal Challengers Bangalore,136.0,7.0,R Vinay Kumar,26.0,20.0,R Vinay Kumar,25,3,43
418,2013,Chennai,2013-04-28,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,14,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Aleem Dar,SJA Taufel,Chennai Super Kings,200,3,MEK Hussey,95,59,DJ Bravo,27.0,2.0,38.0,Kolkata Knight Riders,186.0,4.0,MS Bisla,92.0,64.0,R Bhatia,24,1,31
419,2013,Raipur,2013-04-28,Delhi Capitals,Pune Warriors,Pune Warriors,field,normal,0,Delhi Capitals,15,0,DA Warner,Shaheed Veer Narayan Singh International Stadium,CK Nandan,S Ravi,Delhi Capitals,164,5,DA Warner,51,25,UT Yadav,25.0,2.0,24.0,Pune Warriors,149.0,4.0,AJ Finch,37.0,34.0,AB Dinda,24,3,31
420,2013,Jaipur,2013-04-29,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,SV Samson,Sawai Mansingh Stadium,M Erasmus,K Srinath,Royal Challengers Bangalore,171,6,CH Gayle,34,17,R Rampaul,24.0,2.0,30.0,Rajasthan Royals,173.0,6.0,SV Samson,63.0,42.0,SR Watson,24,4,23
421,2013,Mumbai,2013-04-29,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Mumbai Indians,4,0,RG Sharma,Wankhede Stadium,Asad Rauf,AK Chaudhary,Mumbai Indians,174,3,RG Sharma,79,40,Harbhajan Singh,24.0,3.0,15.0,Kings XI Punjab,170.0,10.0,DA Miller,56.0,35.0,PP Chawla,12,1,24
422,2013,Pune,2013-04-30,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,0,Chennai Super Kings,37,0,MS Dhoni,Subrata Roy Sahara Stadium,S Das,SJA Taufel,Chennai Super Kings,164,3,SK Raina,63,50,MM Sharma,25.0,3.0,21.0,Pune Warriors,127.0,9.0,SPD Smith,35.0,40.0,LJ Wright,6,1,12
423,2013,Hyderabad,2013-05-01,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0,7,I Sharma,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,Mumbai Indians,129,4,DR Smith,38,40,DS Kulkarni,13.0,1.0,13.0,Sunrisers Hyderabad,130.0,3.0,S Dhawan,73.0,57.0,I Sharma,25,2,16
424,2013,Raipur,2013-05-01,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Delhi Capitals,0,7,DA Warner,Shaheed Veer Narayan Singh International Stadium,HDPK Dharmasena,CK Nandan,Kolkata Knight Riders,136,7,R Bhatia,26,26,B Lee,25.0,1.0,26.0,Delhi Capitals,137.0,3.0,DA Warner,66.0,42.0,IK Pathan,25,2,16
425,2013,Chennai,2013-05-02,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,15,0,SK Raina,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni,Chennai Super Kings,186,4,SK Raina,100,54,DJ Bravo,24.0,3.0,35.0,Kings XI Punjab,171.0,6.0,SE Marsh,73.0,51.0,P Awana,25,2,30
426,2013,Pune,2013-05-02,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,17,0,AB de Villiers,Subrata Roy Sahara Stadium,Aleem Dar,C Shamshuddin,Royal Challengers Bangalore,187,3,SS Tiwary,52,48,R Vinay Kumar,25.0,3.0,31.0,Pune Warriors,170.0,9.0,RV Uthappa,75.0,47.0,AB Dinda,24,2,52
427,2013,Kolkata,2013-05-03,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,8,YK Pathan,Eden Gardens,HDPK Dharmasena,CK Nandan,Rajasthan Royals,132,6,SV Samson,40,36,SR Watson,19.0,1.0,25.0,Kolkata Knight Riders,133.0,2.0,YK Pathan,49.0,36.0,SMSM Senanayake,26,2,26
428,2013,Hyderabad,2013-05-04,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,0,6,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,Delhi Capitals,80,10,UBT Chand,17,25,J Botha,19.0,2.0,11.0,Sunrisers Hyderabad,81.0,4.0,S Dhawan,22.0,16.0,DJG Sammy,18,3,10
429,2013,Bangalore,2013-05-14,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,AC Gilchrist,M Chinnaswamy Stadium,HDPK Dharmasena,S Ravi,Royal Challengers Bangalore,174,5,CH Gayle,77,56,Z Khan,26.0,1.0,30.0,Kings XI Punjab,176.0,3.0,AC Gilchrist,85.0,57.0,P Awana,25,3,39
430,2013,Mumbai,2013-05-05,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,60,0,MG Johnson,Wankhede Stadium,HDPK Dharmasena,CK Nandan,Mumbai Indians,139,5,RG Sharma,39,31,PP Ojha,15.0,3.0,11.0,Chennai Super Kings,79.0,10.0,MEK Hussey,22.0,27.0,RA Jadeja,24,3,29
431,2013,Jaipur,2013-05-05,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,0,Rajasthan Royals,0,5,AM Rahane,Sawai Mansingh Stadium,C Shamshuddin,RJ Tucker,Pune Warriors,178,4,RV Uthappa,54,46,WD Parnell,23.0,3.0,27.0,Rajasthan Royals,182.0,5.0,AM Rahane,67.0,50.0,JP Faulkner,26,2,35
432,2013,Bangalore,2013-04-09,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium,S Ravi,SJA Taufel,Sunrisers Hyderabad,161,6,CL White,52,35,CL White,6.0,1.0,14.0,Royal Challengers Bangalore,162.0,3.0,V Kohli,93.0,51.0,RP Singh,26,3,27
433,2013,Jaipur,2013-05-07,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Rajasthan Royals,0,9,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,RJ Tucker,Delhi Capitals,154,4,BJ Rohrer,64,41,S Kaul,23.0,1.0,24.0,Rajasthan Royals,155.0,1.0,AM Rahane,63.0,47.0,STR Binny,12,1,3
434,2013,Mumbai,2013-05-07,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,65,0,SR Tendulkar,Wankhede Stadium,HDPK Dharmasena,S Ravi,Mumbai Indians,170,6,SR Tendulkar,48,29,Harbhajan Singh,24.0,3.0,31.0,Kolkata Knight Riders,105.0,10.0,JH Kallis,24.0,26.0,R McLaren,26,3,61
435,2013,Hyderabad,2013-05-08,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,77,0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",S Das,NJ Llong,Chennai Super Kings,223,3,SK Raina,99,55,MM Sharma,25.0,2.0,28.0,Sunrisers Hyderabad,146.0,8.0,PA Patel,44.0,32.0,NLTC Perera,25,3,47
436,2013,Chandigarh,2013-05-09,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,KK Cooper,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,S Ravi,Kings XI Punjab,145,6,SE Marsh,77,66,Bipul Sharma,24.0,1.0,21.0,Rajasthan Royals,147.0,2.0,AM Rahane,59.0,52.0,KK Cooper,26,3,23
437,2013,Pune,2013-05-09,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,46,0,G Gambhir,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,Kolkata Knight Riders,152,6,G Gambhir,50,46,L Balaji,23.0,3.0,19.0,Pune Warriors,106.0,10.0,AD Mathews,40.0,28.0,B Kumar,25,3,27
438,2013,Delhi,2013-05-10,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,4,0,JD Unadkat,Feroz Shah Kotla,NJ Llong,K Srinath,Royal Challengers Bangalore,183,4,V Kohli,99,59,JD Unadkat,25.0,5.0,25.0,Delhi Capitals,179.0,7.0,UBT Chand,41.0,36.0,S Nadeem,25,1,23
439,2013,Pune,2013-05-11,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,0,5,MG Johnson,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,Pune Warriors,112,8,Yuvraj Singh,33,29,AB Dinda,24.0,2.0,35.0,Mumbai Indians,116.0,5.0,RG Sharma,37.0,42.0,MG Johnson,24,2,8
440,2013,Chandigarh,2013-05-11,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,30,0,PA Patel,"Punjab Cricket Association Stadium, Mohali",S Das,RJ Tucker,Sunrisers Hyderabad,150,7,PA Patel,61,47,DJG Sammy,24.0,6.0,23.0,Kings XI Punjab,120.0,9.0,LA Pomersbach,33.0,41.0,Sandeep Sharma,24,3,22
441,2013,Ranchi,2013-05-12,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,JH Kallis,JSCA International Stadium Complex,NJ Llong,K Srinath,Royal Challengers Bangalore,115,9,CH Gayle,33,37,R Vinay Kumar,21.0,2.0,17.0,Kolkata Knight Riders,116.0,5.0,JH Kallis,41.0,47.0,SP Narine,24,4,22
442,2013,Jaipur,2013-05-12,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SR Watson,Sawai Mansingh Stadium,HDPK Dharmasena,CK Nandan,Chennai Super Kings,141,4,M Vijay,55,51,JO Holder,24.0,2.0,20.0,Rajasthan Royals,144.0,5.0,SR Watson,70.0,34.0,KK Cooper,24,2,32
443,2013,Delhi,2013-04-23,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,5,Harmeet Singh,Feroz Shah Kotla,VA Kulkarni,K Srinath,Delhi Capitals,120,7,DA Warner,40,36,RE van der Merwe,24.0,2.0,17.0,Kings XI Punjab,121.0,5.0,DA Miller,34.0,39.0,Harmeet Singh,26,3,25
444,2013,Mumbai,2013-05-13,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,KA Pollard,Wankhede Stadium,AK Chaudhary,SJA Taufel,Sunrisers Hyderabad,178,3,S Dhawan,59,44,KV Sharma,19.0,3.0,22.0,Mumbai Indians,184.0,4.0,KA Pollard,66.0,27.0,SL Malinga,25,2,26
445,2013,Ranchi,2013-05-15,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Pune Warriors,7,0,MK Pandey,JSCA International Stadium Complex,NJ Llong,K Srinath,Pune Warriors,170,4,MK Pandey,66,48,WD Parnell,26.0,3.0,34.0,Kolkata Knight Riders,163.0,7.0,YK Pathan,72.0,44.0,JH Kallis,25,2,48
446,2013,Chennai,2013-05-14,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,RJ Tucker,Chennai Super Kings,168,4,MS Dhoni,58,35,JA Morkel,26.0,3.0,32.0,Delhi Capitals,135.0,9.0,DA Warner,44.0,39.0,UT Yadav,24,2,26
447,2013,Mumbai,2013-05-15,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,14,0,AP Tare,Wankhede Stadium,Asad Rauf,S Asnani,Mumbai Indians,166,8,AP Tare,59,37,DS Kulkarni,24.0,2.0,22.0,Rajasthan Royals,152.0,7.0,BJ Hodge,39.0,28.0,JP Faulkner,25,3,32
448,2013,Chandigarh,2013-05-06,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,DA Miller,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,NJ Llong,Royal Challengers Bangalore,190,3,CH Gayle,61,34,M Kartik,19.0,2.0,28.0,Kings XI Punjab,194.0,4.0,DA Miller,101.0,39.0,MS Gony,24,2,41
449,2013,Hyderabad,2013-05-17,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,23,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AK Chaudhary,Sunrisers Hyderabad,136,9,BB Samantray,55,48,A Mishra,24.0,3.0,8.0,Rajasthan Royals,113.0,9.0,KK Cooper,26.0,12.0,JP Faulkner,26,5,18
450,2013,Dharamsala,2013-05-18,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,CK Nandan,Kings XI Punjab,183,8,Azhar Mahmood,80,46,PP Chawla,25.0,2.0,20.0,Mumbai Indians,133.0,9.0,AT Rayudu,26.0,23.0,SL Malinga,25,4,40
451,2013,Pune,2013-05-19,Pune Warriors,Delhi Capitals,Pune Warriors,bat,normal,0,Pune Warriors,38,0,LJ Wright,Subrata Roy Sahara Stadium,NJ Llong,SJA Taufel,Pune Warriors,172,5,AJ Finch,52,34,AD Mathews,18.0,3.0,14.0,Delhi Capitals,134.0,9.0,CM Gautam,30.0,26.0,S Kaul,24,2,27
452,2013,Bangalore,2013-05-18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,24,0,V Kohli,M Chinnaswamy Stadium,C Shamshuddin,RJ Tucker,Royal Challengers Bangalore,106,2,V Kohli,56,29,Z Khan,12.0,4.0,17.0,Chennai Super Kings,82.0,6.0,M Vijay,32.0,19.0,MM Sharma,7,1,14
453,2013,Hyderabad,2013-05-19,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,0,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,Kolkata Knight Riders,130,7,YK Pathan,49,29,Iqbal Abdulla,23.0,3.0,29.0,Sunrisers Hyderabad,132.0,5.0,PA Patel,47.0,38.0,A Mishra,24,2,20
454,2013,Delhi,2013-05-21,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,48,0,MEK Hussey,Feroz Shah Kotla,NJ Llong,RJ Tucker,Chennai Super Kings,192,1,MEK Hussey,86,58,DJ Bravo,18.0,3.0,9.0,Mumbai Indians,144.0,10.0,DR Smith,68.0,29.0,KA Pollard,18,1,28
455,2013,Delhi,2013-05-22,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,4,BJ Hodge,Feroz Shah Kotla,S Ravi,RJ Tucker,Sunrisers Hyderabad,132,7,S Dhawan,33,39,DJG Sammy,20.0,2.0,27.0,Rajasthan Royals,135.0,6.0,BJ Hodge,54.0,31.0,VS Malik,18,2,14
456,2013,Kolkata,2013-05-24,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,4,Harbhajan Singh,Eden Gardens,C Shamshuddin,SJA Taufel,Rajasthan Royals,165,6,R Dravid,43,37,KK Cooper,25.0,2.0,35.0,Mumbai Indians,169.0,6.0,DR Smith,62.0,47.0,Harbhajan Singh,25,3,23
457,2013,Kolkata,2013-05-26,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,23,0,KA Pollard,Eden Gardens,HDPK Dharmasena,SJA Taufel,Mumbai Indians,148,9,KA Pollard,60,32,Harbhajan Singh,18.0,2.0,14.0,Chennai Super Kings,125.0,9.0,MS Dhoni,63.0,49.0,DJ Bravo,25,4,42
458,2014,Abu Dhabi,2014-04-16,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,41,0,JH Kallis,Sheikh Zayed Stadium,M Erasmus,RK Illingworth,Kolkata Knight Riders,163,5,JH Kallis,72,46,SP Narine,24.0,4.0,24.0,Mumbai Indians,122.0,7.0,AT Rayudu,48.0,40.0,SL Malinga,25,4,27
459,2014,Sharjah,2014-04-17,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,YS Chahal,Sharjah Cricket Stadium,Aleem Dar,S Ravi,Delhi Capitals,145,4,JP Duminy,67,50,Mohammed Shami,26.0,1.0,30.0,Royal Challengers Bangalore,146.0,2.0,Yuvraj Singh,52.0,30.0,VR Aaron,20,1,9
460,2014,Abu Dhabi,2014-04-18,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Kings XI Punjab,0,6,GJ Maxwell,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,Chennai Super Kings,205,4,BB McCullum,67,49,R Ashwin,28.0,2.0,41.0,Kings XI Punjab,206.0,4.0,GJ Maxwell,95.0,48.0,L Balaji,26,2,44
461,2014,Abu Dhabi,2014-04-18,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,AM Rahane,Sheikh Zayed Stadium,BF Bowden,RK Illingworth,Sunrisers Hyderabad,133,6,S Dhawan,38,37,A Mishra,24.0,2.0,27.0,Rajasthan Royals,135.0,6.0,AM Rahane,59.0,55.0,R Bhatia,24,2,22
462,2014,Dubai,2014-04-19,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,PA Patel,Dubai International Cricket Stadium,Aleem Dar,AK Chaudhary,Mumbai Indians,115,9,AT Rayudu,35,37,Z Khan,25.0,2.0,21.0,Royal Challengers Bangalore,116.0,3.0,PA Patel,57.0,46.0,MA Starc,24,3,22
463,2014,Dubai,2014-04-19,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Delhi Capitals,0,4,JP Duminy,Dubai International Cricket Stadium,Aleem Dar,VA Kulkarni,Kolkata Knight Riders,166,5,RV Uthappa,55,41,M Morkel,26.0,2.0,41.0,Delhi Capitals,167.0,6.0,KD Karthik,56.0,40.0,NM Coulter-Nile,26,2,27
464,2014,Sharjah,2014-04-20,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,GJ Maxwell,Sharjah Cricket Stadium,BF Bowden,M Erasmus,Rajasthan Royals,191,5,SV Samson,52,34,KW Richardson,19.0,1.0,25.0,Kings XI Punjab,193.0,3.0,GJ Maxwell,89.0,47.0,P Awana,25,2,40
465,2014,Abu Dhabi,2014-04-21,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,93,0,SK Raina,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,Chennai Super Kings,177,7,SK Raina,56,42,R Ashwin,13.0,2.0,3.0,Delhi Capitals,84.0,9.0,JDS Neesham,22.0,15.0,JD Unadkat,24,3,34
466,2014,Sharjah,2014-04-22,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kings XI Punjab,72,0,GJ Maxwell,Sharjah Cricket Stadium,M Erasmus,S Ravi,Kings XI Punjab,193,6,GJ Maxwell,95,44,L Balaji,25.0,4.0,14.0,Sunrisers Hyderabad,121.0,10.0,KL Rahul,27.0,28.0,B Kumar,24,3,19
467,2014,Dubai,2014-04-23,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,7,0,RA Jadeja,Dubai International Cricket Stadium,HDPK Dharmasena,RK Illingworth,Chennai Super Kings,140,6,DR Smith,50,28,RA Jadeja,24.0,4.0,33.0,Rajasthan Royals,133.0,10.0,DS Kulkarni,28.0,19.0,R Bhatia,24,3,13
468,2014,Sharjah,2014-04-24,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,2,0,CA Lynn,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,Kolkata Knight Riders,150,7,CA Lynn,45,32,R Vinay Kumar,25.0,2.0,30.0,Royal Challengers Bangalore,148.0,5.0,YV Takawale,40.0,29.0,VR Aaron,25,3,16
